N	M	D	H	Qh
5743	8	28	6	0
5744	8	28	7	0
5745	8	28	8	0
5746	8	28	9	0
5747	8	28	10	0
5748	8	28	11	0
5749	8	28	12	0
5750	8	28	13	0
5751	8	28	14	0
5752	8	28	15	0
5753	8	28	16	0
5754	8	28	17	0
5755	8	28	18	0
5756	8	28	19	0
5757	8	28	20	0
5758	8	28	21	0
5759	8	28	22	0
5760	8	28	23	0
5761	8	29	0	0
5762	8	29	1	0
5763	8	29	2	0
5764	8	29	3	0
5765	8	29	4	0
5766	8	29	5	0
5767	8	29	6	0
5768	8	29	7	0
5769	8	29	8	0
5770	8	29	9	0
5771	8	29	10	0
5772	8	29	11	0
5773	8	29	12	0
5774	8	29	13	0
5775	8	29	14	0
5776	8	29	15	0
5777	8	29	16	0
5778	8	29	17	0
5779	8	29	18	0
5780	8	29	19	0
5781	8	29	20	0
5782	8	29	21	0
5783	8	29	22	0
5784	8	29	23	0
5785	8	30	0	0
5786	8	30	1	0
5787	8	30	2	0
5788	8	30	3	0
5789	8	30	4	0
5790	8	30	5	0
5791	8	30	6	0
5792	8	30	7	0
5793	8	30	8	0
5794	8	30	9	0
5795	8	30	10	0
5796	8	30	11	0
5797	8	30	12	0
5798	8	30	13	0
5799	8	30	14	0
5800	8	30	15	0
5801	8	30	16	0
5802	8	30	17	0
5803	8	30	18	0
5804	8	30	19	0
5805	8	30	20	0
5806	8	30	21	0
5807	8	30	22	0
5808	8	30	23	0
5809	8	31	0	0
5810	8	31	1	0
5811	8	31	2	0
5812	8	31	3	0
5813	8	31	4	0
5814	8	31	5	0
5815	8	31	6	0
5816	8	31	7	0
5817	8	31	8	0
5818	8	31	9	0
5819	8	31	10	0
5820	8	31	11	0
5821	8	31	12	0
5822	8	31	13	0
5823	8	31	14	0
5824	8	31	15	0
5825	8	31	16	0
5826	8	31	17	0
5827	8	31	18	0
5828	8	31	19	0
5829	8	31	20	0
5830	8	31	21	0
5831	8	31	22	0
5832	8	31	23	0
5833	9	1	0	0
5834	9	1	1	0
5835	9	1	2	0
5836	9	1	3	0
5837	9	1	4	0
5838	9	1	5	0
5839	9	1	6	0
5840	9	1	7	0
5841	9	1	8	0
5842	9	1	9	0
5843	9	1	10	0
5844	9	1	11	0
5845	9	1	12	0
5846	9	1	13	0
5847	9	1	14	0
5848	9	1	15	0
5849	9	1	16	0
5850	9	1	17	0
5851	9	1	18	0
5852	9	1	19	0
5853	9	1	20	0
5854	9	1	21	0
5855	9	1	22	0
5856	9	1	23	0
5857	9	2	0	0
5858	9	2	1	0
5859	9	2	2	0
5860	9	2	3	0
5861	9	2	4	0
5862	9	2	5	0
5863	9	2	6	0
5864	9	2	7	0
5865	9	2	8	0
5866	9	2	9	0
5867	9	2	10	0
5868	9	2	11	0
5869	9	2	12	0
5870	9	2	13	0
5871	9	2	14	0
5872	9	2	15	0
5873	9	2	16	0
5874	9	2	17	0
5875	9	2	18	0
5876	9	2	19	0
5877	9	2	20	0
5878	9	2	21	0
5879	9	2	22	0
5880	9	2	23	0
5881	9	3	0	0
5882	9	3	1	0
5883	9	3	2	0
5884	9	3	3	0
5885	9	3	4	0
5886	9	3	5	0
5887	9	3	6	0
5888	9	3	7	0
5889	9	3	8	0
5890	9	3	9	0
5891	9	3	10	0
5892	9	3	11	0
5893	9	3	12	0
5894	9	3	13	0
5895	9	3	14	0
5896	9	3	15	0
5897	9	3	16	0
5898	9	3	17	0
5899	9	3	18	0
5900	9	3	19	0
5901	9	3	20	0
5902	9	3	21	0
5903	9	3	22	0
5904	9	3	23	0
5905	9	4	0	0
5906	9	4	1	0
5907	9	4	2	0
5908	9	4	3	0
5909	9	4	4	0
5910	9	4	5	0
5911	9	4	6	0
5912	9	4	7	0
5913	9	4	8	0
5914	9	4	9	0
5915	9	4	10	0
5916	9	4	11	0
5917	9	4	12	0
5918	9	4	13	0
5919	9	4	14	0
5920	9	4	15	0
5921	9	4	16	0
5922	9	4	17	0
5923	9	4	18	0
5924	9	4	19	0
5925	9	4	20	0
5926	9	4	21	0
5927	9	4	22	0
5928	9	4	23	0
5929	9	5	0	0
5930	9	5	1	0
5931	9	5	2	0
5932	9	5	3	0
5933	9	5	4	0
5934	9	5	5	0
5935	9	5	6	0
5936	9	5	7	0
5937	9	5	8	0
5938	9	5	9	0
5939	9	5	10	0
5940	9	5	11	0
5941	9	5	12	0
5942	9	5	13	0
5943	9	5	14	0
5944	9	5	15	0
5945	9	5	16	0
5946	9	5	17	0
5947	9	5	18	0
5948	9	5	19	0
5949	9	5	20	0
5950	9	5	21	0
5951	9	5	22	0
5952	9	5	23	0
5953	9	6	0	0
5954	9	6	1	0
5955	9	6	2	0
5956	9	6	3	0
5957	9	6	4	0
5958	9	6	5	0
5959	9	6	6	0
5960	9	6	7	0
5961	9	6	8	0
5962	9	6	9	0
5963	9	6	10	0
5964	9	6	11	0
5965	9	6	12	0
5966	9	6	13	0
5967	9	6	14	0
5968	9	6	15	0
5969	9	6	16	0
5970	9	6	17	0
5971	9	6	18	0
5972	9	6	19	0
5973	9	6	20	0
5974	9	6	21	0
5975	9	6	22	0
5976	9	6	23	0
5977	9	7	0	0
5978	9	7	1	0
5979	9	7	2	0
5980	9	7	3	0
5981	9	7	4	0
5982	9	7	5	0
5983	9	7	6	0
5984	9	7	7	0
5985	9	7	8	0
5986	9	7	9	0
5987	9	7	10	0
5988	9	7	11	0
5989	9	7	12	0
5990	9	7	13	0
5991	9	7	14	0
5992	9	7	15	0
5993	9	7	16	0
5994	9	7	17	0
5995	9	7	18	0
5996	9	7	19	0
5997	9	7	20	0
5998	9	7	21	0
5999	9	7	22	0
6000	9	7	23	0
6001	9	8	0	0
6002	9	8	1	0
6003	9	8	2	0
6004	9	8	3	0
6005	9	8	4	0
6006	9	8	5	0
6007	9	8	6	0
6008	9	8	7	0
6009	9	8	8	0
6010	9	8	9	0
6011	9	8	10	0
6012	9	8	11	0
6013	9	8	12	0
6014	9	8	13	0
6015	9	8	14	0
6016	9	8	15	0
6017	9	8	16	0
6018	9	8	17	0
6019	9	8	18	0
6020	9	8	19	0
6021	9	8	20	0
6022	9	8	21	0
6023	9	8	22	0
6024	9	8	23	0
6025	9	9	0	0
6026	9	9	1	0
6027	9	9	2	0
6028	9	9	3	0
6029	9	9	4	0
6030	9	9	5	0
6031	9	9	6	0
6032	9	9	7	0
6033	9	9	8	0
6034	9	9	9	0
6035	9	9	10	0
6036	9	9	11	0
6037	9	9	12	0
6038	9	9	13	0
6039	9	9	14	0
6040	9	9	15	0
6041	9	9	16	0
6042	9	9	17	0
6043	9	9	18	0
6044	9	9	19	0
6045	9	9	20	0
6046	9	9	21	0
6047	9	9	22	0
6048	9	9	23	0
6049	9	10	0	0
6050	9	10	1	0
6051	9	10	2	0
6052	9	10	3	0
6053	9	10	4	0
6054	9	10	5	0
6055	9	10	6	0
6056	9	10	7	0
6057	9	10	8	0
6058	9	10	9	0
6059	9	10	10	0
6060	9	10	11	0
6061	9	10	12	0
6062	9	10	13	0
6063	9	10	14	0
6064	9	10	15	0
6065	9	10	16	0
6066	9	10	17	0
6067	9	10	18	0
6068	9	10	19	0
6069	9	10	20	0
6070	9	10	21	0
6071	9	10	22	0
6072	9	10	23	0
6073	9	11	0	0
6074	9	11	1	0
6075	9	11	2	0
6076	9	11	3	0
6077	9	11	4	0
6078	9	11	5	0
6079	9	11	6	0
6080	9	11	7	0
6081	9	11	8	0
6082	9	11	9	0
6083	9	11	10	0
6084	9	11	11	0
6085	9	11	12	0
6086	9	11	13	0
6087	9	11	14	0
6088	9	11	15	0
6089	9	11	16	0
6090	9	11	17	0
6091	9	11	18	0
6092	9	11	19	0
6093	9	11	20	0
6094	9	11	21	0
6095	9	11	22	0
6096	9	11	23	0
6097	9	12	0	0
6098	9	12	1	0
6099	9	12	2	0
6100	9	12	3	0
6101	9	12	4	0
6102	9	12	5	0
6103	9	12	6	0
6104	9	12	7	0
6105	9	12	8	0
6106	9	12	9	0
6107	9	12	10	0
6108	9	12	11	0
6109	9	12	12	0
6110	9	12	13	0
6111	9	12	14	0
6112	9	12	15	0
6113	9	12	16	0
6114	9	12	17	0
6115	9	12	18	0
6116	9	12	19	0
6117	9	12	20	0
6118	9	12	21	0
6119	9	12	22	0
6120	9	12	23	0
6121	9	13	0	0
6122	9	13	1	0
6123	9	13	2	0
6124	9	13	3	0
6125	9	13	4	0
6126	9	13	5	0
6127	9	13	6	0
6128	9	13	7	0
6129	9	13	8	0
6130	9	13	9	0
6131	9	13	10	0
6132	9	13	11	0
6133	9	13	12	0
6134	9	13	13	0
6135	9	13	14	0
6136	9	13	15	0
6137	9	13	16	0
6138	9	13	17	0
6139	9	13	18	0
6140	9	13	19	0
6141	9	13	20	0
6142	9	13	21	0
6143	9	13	22	0
6144	9	13	23	0
6145	9	14	0	0
6146	9	14	1	0
6147	9	14	2	0
6148	9	14	3	0
6149	9	14	4	0
6150	9	14	5	0
6151	9	14	6	0
6152	9	14	7	0
6153	9	14	8	0
6154	9	14	9	0
6155	9	14	10	0
6156	9	14	11	0
6157	9	14	12	0
6158	9	14	13	0
6159	9	14	14	0
6160	9	14	15	0
6161	9	14	16	0
6162	9	14	17	0
6163	9	14	18	0
6164	9	14	19	0
6165	9	14	20	0
6166	9	14	21	0
6167	9	14	22	0
6168	9	14	23	0
6169	9	15	0	0
6170	9	15	1	0
6171	9	15	2	0
6172	9	15	3	0
6173	9	15	4	0
6174	9	15	5	0
6175	9	15	6	0
6176	9	15	7	0
6177	9	15	8	0
6178	9	15	9	0
6179	9	15	10	0
6180	9	15	11	0
6181	9	15	12	0
6182	9	15	13	0
6183	9	15	14	0
6184	9	15	15	0
6185	9	15	16	0
6186	9	15	17	0
6187	9	15	18	0
6188	9	15	19	0
6189	9	15	20	0
6190	9	15	21	0
6191	9	15	22	0
6192	9	15	23	0
6193	9	16	0	0
6194	9	16	1	0
6195	9	16	2	0
6196	9	16	3	0
6197	9	16	4	0
6198	9	16	5	0
6199	9	16	6	0
6200	9	16	7	0
6201	9	16	8	0
6202	9	16	9	0
6203	9	16	10	0
6204	9	16	11	0
6205	9	16	12	0
6206	9	16	13	0
6207	9	16	14	0
6208	9	16	15	0
6209	9	16	16	0
6210	9	16	17	0
6211	9	16	18	0
6212	9	16	19	0
6213	9	16	20	0
6214	9	16	21	0
6215	9	16	22	0
6216	9	16	23	0
6217	9	17	0	0
6218	9	17	1	0
6219	9	17	2	0
6220	9	17	3	0
6221	9	17	4	0
6222	9	17	5	0
6223	9	17	6	0
6224	9	17	7	0
6225	9	17	8	0
6226	9	17	9	0
6227	9	17	10	0
6228	9	17	11	0
6229	9	17	12	0
6230	9	17	13	0
6231	9	17	14	0
6232	9	17	15	0
6233	9	17	16	0
6234	9	17	17	0
6235	9	17	18	0
6236	9	17	19	0
6237	9	17	20	0
6238	9	17	21	0
6239	9	17	22	0
6240	9	17	23	0
6241	9	18	0	0
6242	9	18	1	0
6243	9	18	2	0
6244	9	18	3	0
6245	9	18	4	0
6246	9	18	5	0
6247	9	18	6	0
6248	9	18	7	0
6249	9	18	8	0
6250	9	18	9	0
6251	9	18	10	0
6252	9	18	11	0
6253	9	18	12	0
6254	9	18	13	0
6255	9	18	14	0
6256	9	18	15	0
6257	9	18	16	0
6258	9	18	17	0
6259	9	18	18	0
6260	9	18	19	0
6261	9	18	20	0
6262	9	18	21	0
6263	9	18	22	0
6264	9	18	23	0
6265	9	19	0	0
6266	9	19	1	0
6267	9	19	2	0
6268	9	19	3	0
6269	9	19	4	0
6270	9	19	5	0
6271	9	19	6	0
6272	9	19	7	0
6273	9	19	8	0
6274	9	19	9	0
6275	9	19	10	0
6276	9	19	11	0
6277	9	19	12	0
6278	9	19	13	0
6279	9	19	14	0
6280	9	19	15	0
6281	9	19	16	0
6282	9	19	17	0
6283	9	19	18	0
6284	9	19	19	0
6285	9	19	20	0
6286	9	19	21	0
6287	9	19	22	0
6288	9	19	23	0
6289	9	20	0	0
6290	9	20	1	0
6291	9	20	2	0
6292	9	20	3	0
6293	9	20	4	0
6294	9	20	5	0
6295	9	20	6	0
6296	9	20	7	0
6297	9	20	8	0
6298	9	20	9	0
6299	9	20	10	0
6300	9	20	11	0
6301	9	20	12	0
6302	9	20	13	0
6303	9	20	14	0
6304	9	20	15	0
6305	9	20	16	0
6306	9	20	17	0
6307	9	20	18	0
6308	9	20	19	0
6309	9	20	20	0
6310	9	20	21	0
6311	9	20	22	0
6312	9	20	23	0
6313	9	21	0	0
6314	9	21	1	0
6315	9	21	2	0
6316	9	21	3	0
6317	9	21	4	0
6318	9	21	5	0
6319	9	21	6	0
6320	9	21	7	0
6321	9	21	8	0
6322	9	21	9	0
6323	9	21	10	0
6324	9	21	11	0
6325	9	21	12	0
6326	9	21	13	0
6327	9	21	14	0
6328	9	21	15	0
6329	9	21	16	0
6330	9	21	17	0
6331	9	21	18	0
6332	9	21	19	0
6333	9	21	20	0
6334	9	21	21	0
6335	9	21	22	0
6336	9	21	23	0
6337	9	22	0	0
6338	9	22	1	0
6339	9	22	2	0
6340	9	22	3	0
6341	9	22	4	0
6342	9	22	5	0
6343	9	22	6	0
6344	9	22	7	0
6345	9	22	8	0
6346	9	22	9	0
6347	9	22	10	0
6348	9	22	11	0
6349	9	22	12	0
6350	9	22	13	0
6351	9	22	14	0
6352	9	22	15	0
6353	9	22	16	0
6354	9	22	17	0
6355	9	22	18	0
6356	9	22	19	0
6357	9	22	20	0
6358	9	22	21	0
6359	9	22	22	0
6360	9	22	23	0
6361	9	23	0	0
6362	9	23	1	0
6363	9	23	2	0
6364	9	23	3	0
6365	9	23	4	0
6366	9	23	5	0
6367	9	23	6	0
6368	9	23	7	0
6369	9	23	8	0
6370	9	23	9	0
6371	9	23	10	0
6372	9	23	11	0
6373	9	23	12	0
6374	9	23	13	0
6375	9	23	14	0
6376	9	23	15	0
6377	9	23	16	0
6378	9	23	17	0
6379	9	23	18	0
6380	9	23	19	0
6381	9	23	20	0
6382	9	23	21	0
6383	9	23	22	0
6384	9	23	23	0
6385	9	24	0	0
6386	9	24	1	0
6387	9	24	2	0
6388	9	24	3	0
6389	9	24	4	0
6390	9	24	5	0
6391	9	24	6	0
6392	9	24	7	0
6393	9	24	8	0
6394	9	24	9	0
6395	9	24	10	0
6396	9	24	11	0
6397	9	24	12	0
6398	9	24	13	0
6399	9	24	14	0
6400	9	24	15	0
6401	9	24	16	0
6402	9	24	17	0
6403	9	24	18	0
6404	9	24	19	0
6405	9	24	20	0
6406	9	24	21	0
6407	9	24	22	0
6408	9	24	23	0
6409	9	25	0	0
6410	9	25	1	0
6411	9	25	2	0
6412	9	25	3	0
6413	9	25	4	0
6414	9	25	5	0
6415	9	25	6	0
6416	9	25	7	0
6417	9	25	8	0
6418	9	25	9	0
6419	9	25	10	0
6420	9	25	11	0
6421	9	25	12	0
6422	9	25	13	0
6423	9	25	14	0
6424	9	25	15	0
6425	9	25	16	0
6426	9	25	17	0
6427	9	25	18	0
6428	9	25	19	0
6429	9	25	20	0
6430	9	25	21	0
6431	9	25	22	0
6432	9	25	23	0
6433	9	26	0	0
6434	9	26	1	0
6435	9	26	2	0
6436	9	26	3	0
6437	9	26	4	0
6438	9	26	5	0
6439	9	26	6	0
6440	9	26	7	0
6441	9	26	8	0
6442	9	26	9	0
6443	9	26	10	0
6444	9	26	11	0
6445	9	26	12	0
6446	9	26	13	0
6447	9	26	14	0
6448	9	26	15	0
6449	9	26	16	0
6450	9	26	17	0
6451	9	26	18	0
6452	9	26	19	0
6453	9	26	20	0
6454	9	26	21	0
6455	9	26	22	0
6456	9	26	23	0
6457	9	27	0	0
6458	9	27	1	0
6459	9	27	2	0
6460	9	27	3	0
6461	9	27	4	0
6462	9	27	5	0
6463	9	27	6	0
6464	9	27	7	0
6465	9	27	8	0
6466	9	27	9	0
6467	9	27	10	0
6468	9	27	11	0
6469	9	27	12	0
6470	9	27	13	0
6471	9	27	14	0
6472	9	27	15	0
6473	9	27	16	0
6474	9	27	17	0
6475	9	27	18	0
6476	9	27	19	0
6477	9	27	20	0
6478	9	27	21	0
6479	9	27	22	0
6480	9	27	23	0
6481	9	28	0	0
6482	9	28	1	0
6483	9	28	2	0
6484	9	28	3	0
6485	9	28	4	0
6486	9	28	5	0
6487	9	28	6	0
6488	9	28	7	0
6489	9	28	8	0
6490	9	28	9	0
6491	9	28	10	0
6492	9	28	11	0
6493	9	28	12	0
6494	9	28	13	0
6495	9	28	14	0
6496	9	28	15	0
6497	9	28	16	0
6498	9	28	17	0
6499	9	28	18	0
6500	9	28	19	0
6501	9	28	20	0
6502	9	28	21	0
6503	9	28	22	0
6504	9	28	23	0
6505	9	29	0	0
6506	9	29	1	0
6507	9	29	2	0
6508	9	29	3	0
6509	9	29	4	0
6510	9	29	5	0
6511	9	29	6	0
6512	9	29	7	0
6513	9	29	8	0
6514	9	29	9	0
6515	9	29	10	0
6516	9	29	11	0
6517	9	29	12	0
6518	9	29	13	0
6519	9	29	14	0
6520	9	29	15	0
6521	9	29	16	0
6522	9	29	17	0
6523	9	29	18	0
6524	9	29	19	0
6525	9	29	20	0
6526	9	29	21	0
6527	9	29	22	0
6528	9	29	23	0
6529	9	30	0	0
6530	9	30	1	0
6531	9	30	2	0
6532	9	30	3	0
6533	9	30	4	0
6534	9	30	5	0
6535	9	30	6	0
6536	9	30	7	0
6537	9	30	8	0
6538	9	30	9	0
6539	9	30	10	0
6540	9	30	11	0
6541	9	30	12	0
6542	9	30	13	0
6543	9	30	14	0
6544	9	30	15	0
6545	9	30	16	0
6546	9	30	17	0
6547	9	30	18	0
6548	9	30	19	0
6549	9	30	20	0
6550	9	30	21	0
6551	9	30	22	0
6552	9	30	23	0
6553	10	1	0	0
6554	10	1	1	0
6555	10	1	2	0
6556	10	1	3	0
6557	10	1	4	0
6558	10	1	5	0
6559	10	1	6	0
6560	10	1	7	0
6561	10	1	8	0
6562	10	1	9	0
6563	10	1	10	0
6564	10	1	11	0
6565	10	1	12	0
6566	10	1	13	0
6567	10	1	14	0
6568	10	1	15	0
6569	10	1	16	0
6570	10	1	17	0
6571	10	1	18	0
6572	10	1	19	0
6573	10	1	20	0
6574	10	1	21	0
6575	10	1	22	0
6576	10	1	23	0
6577	10	2	0	0
6578	10	2	1	0
6579	10	2	2	0
6580	10	2	3	0
6581	10	2	4	0
6582	10	2	5	0
6583	10	2	6	0
6584	10	2	7	0
6585	10	2	8	0
6586	10	2	9	0
6587	10	2	10	0
6588	10	2	11	0
6589	10	2	12	0
6590	10	2	13	0
6591	10	2	14	0
6592	10	2	15	0
6593	10	2	16	0
6594	10	2	17	0
6595	10	2	18	0
6596	10	2	19	0
6597	10	2	20	0
6598	10	2	21	0
6599	10	2	22	0
6600	10	2	23	0
6601	10	3	0	0
6602	10	3	1	0
6603	10	3	2	0
6604	10	3	3	0
6605	10	3	4	0
6606	10	3	5	0
6607	10	3	6	0
6608	10	3	7	0
6609	10	3	8	0
6610	10	3	9	0
6611	10	3	10	0
6612	10	3	11	0
6613	10	3	12	0
6614	10	3	13	0
6615	10	3	14	0
6616	10	3	15	0
6617	10	3	16	0
6618	10	3	17	0
6619	10	3	18	0
6620	10	3	19	0
6621	10	3	20	0
6622	10	3	21	0
6623	10	3	22	0
6624	10	3	23	0
6625	10	4	0	0
6626	10	4	1	0
6627	10	4	2	0
6628	10	4	3	0
6629	10	4	4	0
6630	10	4	5	0
6631	10	4	6	0
6632	10	4	7	0
6633	10	4	8	0
6634	10	4	9	0
6635	10	4	10	0
6636	10	4	11	0
6637	10	4	12	0
6638	10	4	13	0
6639	10	4	14	0
6640	10	4	15	0
6641	10	4	16	0
6642	10	4	17	0
6643	10	4	18	0
6644	10	4	19	0
6645	10	4	20	0
6646	10	4	21	0
6647	10	4	22	0
6648	10	4	23	0
6649	10	5	0	0
6650	10	5	1	0
6651	10	5	2	0
6652	10	5	3	0
6653	10	5	4	0
6654	10	5	5	0
6655	10	5	6	0
6656	10	5	7	0
6657	10	5	8	0
6658	10	5	9	0
6659	10	5	10	0
6660	10	5	11	0
6661	10	5	12	0
6662	10	5	13	0
6663	10	5	14	0
6664	10	5	15	0
6665	10	5	16	0
6666	10	5	17	0
6667	10	5	18	0
6668	10	5	19	0
6669	10	5	20	0
6670	10	5	21	0
6671	10	5	22	0
6672	10	5	23	0
6673	10	6	0	0
6674	10	6	1	0
6675	10	6	2	0
6676	10	6	3	0
6677	10	6	4	0
6678	10	6	5	0
6679	10	6	6	0
6680	10	6	7	0
6681	10	6	8	0
6682	10	6	9	0
6683	10	6	10	0
6684	10	6	11	0
6685	10	6	12	0
6686	10	6	13	0
6687	10	6	14	0
6688	10	6	15	0
6689	10	6	16	0
6690	10	6	17	0
6691	10	6	18	0
6692	10	6	19	0
6693	10	6	20	0
6694	10	6	21	0
6695	10	6	22	0
6696	10	6	23	0
6697	10	7	0	0
6698	10	7	1	0
6699	10	7	2	0
6700	10	7	3	0
6701	10	7	4	0
6702	10	7	5	0
6703	10	7	6	0
6704	10	7	7	0
6705	10	7	8	0
6706	10	7	9	0
6707	10	7	10	0
6708	10	7	11	0
6709	10	7	12	0
6710	10	7	13	0
6711	10	7	14	0
6712	10	7	15	0
6713	10	7	16	0
6714	10	7	17	0
6715	10	7	18	0
6716	10	7	19	0
6717	10	7	20	0
6718	10	7	21	0
6719	10	7	22	0
6720	10	7	23	0
6721	10	8	0	0
6722	10	8	1	0
6723	10	8	2	0
6724	10	8	3	0
6725	10	8	4	0
6726	10	8	5	0
6727	10	8	6	0
6728	10	8	7	0
6729	10	8	8	0
6730	10	8	9	0
6731	10	8	10	0
6732	10	8	11	0
6733	10	8	12	0
6734	10	8	13	0
6735	10	8	14	0
6736	10	8	15	0
6737	10	8	16	0
6738	10	8	17	0
6739	10	8	18	0
6740	10	8	19	0
6741	10	8	20	0
6742	10	8	21	0
6743	10	8	22	0
6744	10	8	23	0
6745	10	9	0	0
6746	10	9	1	0
6747	10	9	2	0
6748	10	9	3	0
6749	10	9	4	0
6750	10	9	5	0
6751	10	9	6	0
6752	10	9	7	0
6753	10	9	8	0
6754	10	9	9	0
6755	10	9	10	0
6756	10	9	11	0
6757	10	9	12	0
6758	10	9	13	0
6759	10	9	14	0
6760	10	9	15	0
6761	10	9	16	0
6762	10	9	17	0
6763	10	9	18	0
6764	10	9	19	0
6765	10	9	20	0
6766	10	9	21	0
6767	10	9	22	0
6768	10	9	23	0
6769	10	10	0	0
6770	10	10	1	0
6771	10	10	2	0
6772	10	10	3	0
6773	10	10	4	0
6774	10	10	5	0
6775	10	10	6	0
6776	10	10	7	0
6777	10	10	8	0
6778	10	10	9	0
6779	10	10	10	0
6780	10	10	11	0
6781	10	10	12	0
6782	10	10	13	0
6783	10	10	14	0
6784	10	10	15	0
6785	10	10	16	0
6786	10	10	17	0
6787	10	10	18	0
6788	10	10	19	0
6789	10	10	20	0
6790	10	10	21	0
6791	10	10	22	0
6792	10	10	23	0
6793	10	11	0	0
6794	10	11	1	0
6795	10	11	2	0
6796	10	11	3	0
6797	10	11	4	0
6798	10	11	5	0
6799	10	11	6	0
6800	10	11	7	0
6801	10	11	8	0
6802	10	11	9	0
6803	10	11	10	0
6804	10	11	11	0
6805	10	11	12	0
6806	10	11	13	0
6807	10	11	14	0
6808	10	11	15	0
6809	10	11	16	0
6810	10	11	17	0
6811	10	11	18	0
6812	10	11	19	0
6813	10	11	20	0
6814	10	11	21	0
6815	10	11	22	0
6816	10	11	23	0
6817	10	12	0	0
6818	10	12	1	0
6819	10	12	2	0
6820	10	12	3	0
6821	10	12	4	0
6822	10	12	5	0
6823	10	12	6	0
6824	10	12	7	0
6825	10	12	8	0
6826	10	12	9	0
6827	10	12	10	0
6828	10	12	11	0
6829	10	12	12	0
6830	10	12	13	0
6831	10	12	14	0
6832	10	12	15	0
6833	10	12	16	0
6834	10	12	17	0
6835	10	12	18	0
6836	10	12	19	0
6837	10	12	20	0
6838	10	12	21	0
6839	10	12	22	0
6840	10	12	23	0
6841	10	13	0	0
6842	10	13	1	0
6843	10	13	2	0
6844	10	13	3	0
6845	10	13	4	0
6846	10	13	5	0
6847	10	13	6	0
6848	10	13	7	1870.31484131239
6849	10	13	8	809.007008894014
6850	10	13	9	0
6851	10	13	10	0
6852	10	13	11	0
6853	10	13	12	0
6854	10	13	13	0
6855	10	13	14	0
6856	10	13	15	0
6857	10	13	16	0
6858	10	13	17	0
6859	10	13	18	0
6860	10	13	19	0
6861	10	13	20	0
6862	10	13	21	0
6863	10	13	22	0
6864	10	13	23	0
6865	10	14	0	0
6866	10	14	1	0
6867	10	14	2	0
6868	10	14	3	0
6869	10	14	4	0
6870	10	14	5	0
6871	10	14	6	230.739568314675
6872	10	14	7	2280.06149123985
6873	10	14	8	1635.82348022828
6874	10	14	9	0
6875	10	14	10	0
6876	10	14	11	0
6877	10	14	12	0
6878	10	14	13	0
6879	10	14	14	0
6880	10	14	15	0
6881	10	14	16	0
6882	10	14	17	0
6883	10	14	18	0
6884	10	14	19	0
6885	10	14	20	0
6886	10	14	21	0
6887	10	14	22	0
6888	10	14	23	0
6889	10	15	0	0
6890	10	15	1	0
6891	10	15	2	0
6892	10	15	3	0
6893	10	15	4	0
6894	10	15	5	0
6895	10	15	6	0
6896	10	15	7	0
6897	10	15	8	0
6898	10	15	9	0
6899	10	15	10	0
6900	10	15	11	0
6901	10	15	12	0
6902	10	15	13	0
6903	10	15	14	0
6904	10	15	15	0
6905	10	15	16	0
6906	10	15	17	0
6907	10	15	18	0
6908	10	15	19	0
6909	10	15	20	0
6910	10	15	21	0
6911	10	15	22	0
6912	10	15	23	0
6913	10	16	0	0
6914	10	16	1	0
6915	10	16	2	0
6916	10	16	3	0
6917	10	16	4	0
6918	10	16	5	0
6919	10	16	6	0
6920	10	16	7	0
6921	10	16	8	0
6922	10	16	9	0
6923	10	16	10	0
6924	10	16	11	0
6925	10	16	12	0
6926	10	16	13	0
6927	10	16	14	0
6928	10	16	15	0
6929	10	16	16	0
6930	10	16	17	0
6931	10	16	18	0
6932	10	16	19	0
6933	10	16	20	0
6934	10	16	21	0
6935	10	16	22	0
6936	10	16	23	0
6937	10	17	0	0
6938	10	17	1	0
6939	10	17	2	0
6940	10	17	3	0
6941	10	17	4	0
6942	10	17	5	0
6943	10	17	6	0
6944	10	17	7	0
6945	10	17	8	0
6946	10	17	9	0
6947	10	17	10	0
6948	10	17	11	0
6949	10	17	12	0
6950	10	17	13	0
6951	10	17	14	0
6952	10	17	15	0
6953	10	17	16	0
6954	10	17	17	0
6955	10	17	18	0
6956	10	17	19	0
6957	10	17	20	0
6958	10	17	21	0
6959	10	17	22	0
6960	10	17	23	0
6961	10	18	0	0
6962	10	18	1	0
6963	10	18	2	0
6964	10	18	3	0
6965	10	18	4	3792.91234649486
6966	10	18	5	7466.71773196681
6967	10	18	6	10819.5551619417
6968	10	18	7	12754.8967807797
6969	10	18	8	11599.3822311225
6970	10	18	9	8320.34011968403
6971	10	18	10	3345.0208343595
6972	10	18	11	0
6973	10	18	12	0
6974	10	18	13	0
6975	10	18	14	0
6976	10	18	15	0
6977	10	18	16	0
6978	10	18	17	0
6979	10	18	18	0
6980	10	18	19	0
6981	10	18	20	0
6982	10	18	21	4248.10253608712
6983	10	18	22	8544.09710237292
6984	10	18	23	12539.6179965605
6985	10	19	0	16262.5147725464
6986	10	19	1	19738.0557342967
6987	10	19	2	22930.5455290955
6988	10	19	3	25885.7594475558
6989	10	19	4	28606.1489736198
6990	10	19	5	31133.0194749701
6991	10	19	6	33503.8479104526
6992	10	19	7	34313.4168267852
6993	10	19	8	31125.8449104969
6994	10	19	9	25460.8047539818
6995	10	19	10	17931.898492958
6996	10	19	11	11335.4317678045
6997	10	19	12	5262.85964880913
6998	10	19	13	869.267804415585
